Account Name: Account Name,#Targets,Pro_diversity,Rank
Arrivia,12.647058823529411,8.071428571428571,125
Jsw Steel Limited,12.647058823529411,8.071428571428571,125
Prescientco Inc.,12.647058823529411,8.071428571428571,125
Penteledata Limited Partnership I,12.647058823529411,8.071428571428571,125
Judiciary Courts of The State of Louisiana,12.647058823529411,8.071428571428571,125
New Providence Board of Education,12.647058823529411,8.071428571428571,125
B-Secure,12.647058823529411,8.071428571428571,125
LAKESHORE EQUIPMENT COMPANY,12.647058823529411,8.071428571428571,125
"Shasta County, California",12.647058823529411,8.071428571428571,125
Overstock.com,12.647058823529411,8.071428571428571,125
Western Forest Products Inc,12.647058823529411,8.071428571428571,125
"Manitoba Public Insurance Corporation, The",12.647058823529411,8.071428571428571,125
Homequity Bank,12.647058823529411,8.071428571428571,125
Parker Waichman Llp,12.647058823529411,8.071428571428571,125
San Ysidro Health Centers Incorporated,12.647058823529411,8.071428571428571,125
Concord Servicing Corporation,12.647058823529411,8.071428571428571,125
"Society Of Petroleum Engineers, Inc.",12.647058823529411,8.071428571428571,125
People Interactive (india) Private Limited,12.647058823529411,8.071428571428571,125
"Cyrus Capital Partners, L.P.",12.647058823529411,8.071428571428571,125
Hero Fincorp Limited,12.647058823529411,8.071428571428571,125
Centra Credit Union,12.647058823529411,8.071428571428571,125
ATVOS Agroindustrial Participacoes S.A,12.647058823529411,8.071428571428571,125
Tyngsborough Public Schools,12.647058823529411,8.071428571428571,125
NATIONAL COMMITTEE FOR QUALITY ASSURANCE,12.647058823529411,8.071428571428571,125
Sony Corporation of America (New York),12.647058823529411,8.071428571428571,125
"Paya, Inc.",12.647058823529411,8.071428571428571,125
NETWORK SERVICE PROVIDERS LIMITED,12.647058823529411,8.071428571428571,125
"Standard Sales Company, L.p.",12.647058823529411,8.071428571428571,125
Missouri River Energy Services,12.647058823529411,8.071428571428571,125
Fluidigm Corporation,12.647058823529411,8.071428571428571,125
Evercore Partners Inc.,12.647058823529411,8.071428571428571,125
Affinity Credit Union,12.647058823529411,8.071428571428571,125
"Pershing Square Capital Management, L.P.",12.647058823529411,8.071428571428571,125
Excelligence Learning Corporation,12.647058823529411,8.071428571428571,125
COMMUNITY CHOICE FINANCIAL INC.,12.647058823529411,8.071428571428571,125
"Stolle Machinery Company, LLC",12.647058823529411,8.071428571428571,125
Fuse FX,12.647058823529411,8.071428571428571,125
RPM International Inc.,12.647058823529411,8.071428571428571,125
Blythedale Children's Hospital,12.647058823529411,8.071428571428571,125
X10 Networks,12.647058823529411,8.071428571428571,125
"Brinker Capital Securities, Inc",12.647058823529411,8.071428571428571,125
CYBER TEST SYSTEMS,12.647058823529411,8.071428571428571,125
Performant Financial Corporation,12.647058823529411,8.071428571428571,125
"Electrocraft, Inc.",12.647058823529411,8.071428571428571,125
Wataniya Insurance,12.647058823529411,8.071428571428571,125
CB Neptune Holdings,12.647058823529411,8.071428571428571,125
Superior Auto Group,12.647058823529411,8.071428571428571,125
Virgin Hyperloop One,12.647058823529411,8.071428571428571,125
Mount Auburn Hospital,12.647058823529411,8.071428571428571,125
"Office Ally, Llc",12.647058823529411,8.071428571428571,125
Village Of Northbrook,12.647058823529411,8.071428571428571,125
Audubon Engineers,12.647058823529411,8.071428571428571,125
Medical Associates,12.647058823529411,8.071428571428571,125
Educators Credit Union,12.647058823529411,8.071428571428571,125
Zix Corporation,12.647058823529411,8.071428571428571,125
Edina Realty Home Services Plus,12.647058823529411,8.071428571428571,125
"Integrity Payment Systems, Llc",12.647058823529411,8.071428571428571,125
Ports America Inc.,12.647058823529411,8.071428571428571,125
"Amerisafe, Inc.",12.647058823529411,8.071428571428571,125
Women's College Hospital,12.647058823529411,1.0,126
The College of Southern Maryland,12.647058823529411,1.0,126
Agility Global Integrated Logistics,12.647058823529411,1.0,126
Ocean Mental Health Services Inc,12.647058823529411,1.0,126
Mahindra Ecole Centrale,12.647058823529411,1.0,126
"UNEMPLOYMENT INSURANCE APPEALS BOARD, CALIFORNIA",12.647058823529411,1.0,126
"Silicon Motion, Inc.",12.647058823529411,1.0,126
Honor Credit Union,12.647058823529411,1.0,126
"Homeservices Of America, Inc.",12.647058823529411,1.0,126
AM Castle & Co,12.647058823529411,1.0,126
Marico Limited,12.647058823529411,1.0,126
Banco De Credito Del Peru,12.647058823529411,1.0,126
Dodge County,12.647058823529411,1.0,126
Graniterock,12.647058823529411,1.0,126
Benefit Cosmetics Llc,12.647058823529411,1.0,126
Hargray Communications,12.647058823529411,1.0,126
Gwynedd Mercy University,12.647058823529411,1.0,126
BUCHALTER NEMER,12.647058823529411,1.0,126
Bridgestone India Private Limited,12.647058823529411,1.0,126
Sideshow Inc.,12.647058823529411,1.0,126
Grafton Apparel Ltd,12.647058823529411,1.0,126
Disney Motion Picture Production,12.647058823529411,1.0,126
Amaysim Philippines Inc,12.647058823529411,1.0,126
MVP Sports Club,12.647058823529411,1.0,126
Eletrobras Termonuclear S/A. - Eletronuclear.,12.647058823529411,1.0,126
"Eli Global, Llc",12.647058823529411,1.0,126
Briar Hall Llc,12.647058823529411,1.0,126
Banco Toyota do Brasil S.A.,12.647058823529411,1.0,126
"Mckim & Creed, P.A.",12.647058823529411,1.0,126
Tax Analysts,12.647058823529411,1.0,126
Barnwell School District 45,12.647058823529411,1.0,126
"Tempoe, Llc",12.647058823529411,1.0,126
"National Electronic Attachment, Inc.",12.647058823529411,1.0,126
Hasa Inc,12.647058823529411,1.0,126
"Grupo Posadas, S.A.B. de C.V.",12.647058823529411,1.0,126
Pc Solutions Private Limited,12.647058823529411,1.0,126
Sofina Foods Inc,12.647058823529411,1.0,126
South Carolina Department Of Parks Recr,12.647058823529411,1.0,126
Belron Canada Inc.,12.647058823529411,1.0,126
HM Prisons Dodds,12.647058823529411,1.0,126
City of Concord,12.647058823529411,1.0,126
Hdi Seguros S.a.,12.647058823529411,1.0,126
"Novinium, Inc.",12.647058823529411,1.0,126
Globecast America Incorporated,12.647058823529411,1.0,126
Bank Bazaar,12.647058823529411,1.0,126
Synthego,12.647058823529411,1.0,126
"Mgt Of America Consulting, Llc",12.647058823529411,1.0,126
Encore Wire Corporation,12.647058823529411,1.0,126
"Commercewest Bank, NA",12.647058823529411,1.0,126
Ark Syndicate Management Limited,12.647058823529411,1.0,126
Prognomiq,12.647058823529411,1.0,126
QVC United Kingdom,12.647058823529411,1.0,126
"Antech Diagnostics, Inc",12.647058823529411,1.0,126
Fisk University,12.647058823529411,1.0,126
Apple Bank For Savings,12.647058823529411,1.0,126
Inland Empire Paper Company Inc,12.647058823529411,1.0,126
Secret Charm Llc,12.647058823529411,1.0,126
Securonix India Private Limited,12.647058823529411,1.0,126
Automotive Electronics Power Private Limited,12.647058823529411,1.0,126
Americas Christian Credit Union,12.647058823529411,1.0,126
"Powley & Gibson, P.c",12.647058823529411,1.0,126
Clean Energy Fuels Corp.,12.647058823529411,1.0,126
Behavior Healthcare Alliance,12.647058823529411,1.0,126
Powerschool,12.647058823529411,1.0,126
Itasca Bank & Trust Co.,12.647058823529411,1.0,126
Itv America,12.647058823529411,1.0,126
"Zoltek de Mexico, S.A. de C.V.",12.647058823529411,1.0,126
United Healthcare India (Private) Limited,12.647058823529411,1.0,126
The Southern Poverty Law Center Inc,12.647058823529411,1.0,126
Web Industries Inc.,12.647058823529411,1.0,126
Connect First Credit Union,12.647058823529411,1.0,126
Wisconsin Compensation Rating Bureau,12.647058823529411,1.0,126
Emprise Bank,12.647058823529411,1.0,126
Lanvera Ltd,12.647058823529411,1.0,126
Old Republic Home Protection,12.647058823529411,1.0,126
Ministry Of Climate Change And Environment,12.647058823529411,1.0,126
"Nsk Americas, Inc.",12.647058823529411,1.0,126
Frontier Science,12.647058823529411,1.0,126
Dickinson Wright,12.647058823529411,1.0,126
Bobcat Company,12.647058823529411,1.0,126
BRMALLS Participacoes S.A,12.647058823529411,1.0,126
Neuanalytics,12.647058823529411,1.0,126
"Genomatica, Inc.",12.647058823529411,1.0,126
New Mexico Human Services Dept,12.647058823529411,1.0,126
Kitron Technologies Inc.,12.647058823529411,1.0,126
Lenawee Christian Ministries,12.647058823529411,1.0,126
Summit Orthopedics,12.647058823529411,1.0,126
"Flexoffers.com, Inc.",12.647058823529411,1.0,126
Ashok Leyland Limited,12.647058823529411,1.0,126
"Acacia Network, Inc.",12.647058823529411,1.0,126
Primoris Services Corporation,12.647058823529411,1.0,126
"COMPUTER GENERATED SOLUTIONS, INC.",12.647058823529411,1.0,126
"Davidson Technologies, Inc.",12.647058823529411,1.0,126
Carepoint Pc,12.647058823529411,1.0,126
QC Holdings,12.647058823529411,1.0,126
City Of Morgan Hill,12.647058823529411,1.0,126
"Niantic, Inc.",12.647058823529411,1.0,126
"Whiteford, Taylor & Preston Llp",12.647058823529411,1.0,126
Nexj Systems Inc,12.647058823529411,1.0,126
Entegral,12.647058823529411,1.0,126
Lambert International Airport,12.647058823529411,1.0,126
"VICTORIA COLLEGE FOUNDATION, INC.",12.647058823529411,1.0,126
Devexperts Gmbh,12.647058823529411,1.0,126
Life Extension Foundation,12.647058823529411,1.0,126
"Netflix, Inc.",9.735294117647058,43.42857142857143,127
"Conversant, Inc.",9.735294117647058,43.42857142857143,127
Linde Ag,9.735294117647058,43.42857142857143,127
"Wawa, Inc.",9.735294117647058,36.357142857142854,128
Bharti Airtel Limited,9.735294117647058,36.357142857142854,128
Mercury Insurance Company,9.735294117647058,36.357142857142854,128
Bakotech,9.735294117647058,36.357142857142854,128
Methanex Corporation,9.735294117647058,36.357142857142854,128
County of Monterey,9.735294117647058,29.285714285714285,129
Amadeus ADP TPE,9.735294117647058,29.285714285714285,129
"Brown & Brown, Inc.",9.735294117647058,29.285714285714285,129
California Highway Patrol,9.735294117647058,29.285714285714285,129
State Compensation Insurance Fund,9.735294117647058,29.285714285714285,129
Encode,9.735294117647058,29.285714285714285,129
Enosys Solutions,9.735294117647058,29.285714285714285,129
MindTree Limited,9.735294117647058,29.285714285714285,129
"FLIR Systems, Inc",9.735294117647058,29.285714285714285,129
Lululemon,9.735294117647058,29.285714285714285,129
"Corporacion Novavision, S. de R.L. de C.V.",9.735294117647058,29.285714285714285,129
Siemens AGe,9.735294117647058,29.285714285714285,129
"Smith & Nephew, Inc.",9.735294117647058,29.285714285714285,129
Cyient Limited,9.735294117647058,29.285714285714285,129
Synopsys,9.735294117647058,29.285714285714285,129
"Slashsupport, Inc.",9.735294117647058,29.285714285714285,129
Acs Data Systems Spa,9.735294117647058,29.285714285714285,129
Dart Enterprises Ltd,9.735294117647058,22.214285714285715,130
United Property & Casualty Insurance Company,9.735294117647058,22.214285714285715,130
Seminole Gaming,9.735294117647058,22.214285714285715,130
Telenet Business,9.735294117647058,22.214285714285715,130
ICU Medical,9.735294117647058,22.214285714285715,130
Idaho Central Credit Union,9.735294117647058,22.214285714285715,130
BAY ALARM COMPANY,9.735294117647058,22.214285714285715,130
Constellation HomeBuilder Systems,9.735294117647058,22.214285714285715,130
Darling Ingredients Inc.,9.735294117647058,22.214285714285715,130
Mary Kay,9.735294117647058,22.214285714285715,130
"Christus Muguerza, S.A.P.I. de C.V.",9.735294117647058,22.214285714285715,130
Greenstone Financial Services Pty Ltd,9.735294117647058,22.214285714285715,130
"OPEN ACCESS TECHNOLOGY INTERNATIONAL, INC.",9.735294117647058,22.214285714285715,130
Rimini Street Inc.,9.735294117647058,22.214285714285715,130
IAC/Interactivecorp,9.735294117647058,22.214285714285715,130
"Centerbridge Partners, L.P.",9.735294117647058,22.214285714285715,130
KPMG Hong Kong,9.735294117647058,22.214285714285715,130
Danfoss A/S,9.735294117647058,22.214285714285715,130
Kudelski SA,9.735294117647058,22.214285714285715,130
RSM US LLP,9.735294117647058,22.214285714285715,130
Plexus Corporation,9.735294117647058,22.214285714285715,130
"Plantronics, Inc.",9.735294117647058,22.214285714285715,130
"Snowflake Computing, Inc.",9.735294117647058,22.214285714285715,130
GE Healthcare Inc.,9.735294117647058,22.214285714285715,130
City of Seattle,9.735294117647058,22.214285714285715,130
Andeantrade Group Latam S A S,9.735294117647058,22.214285714285715,130
ALASKA HOUSING FINANCE CORPORATION,9.735294117647058,22.214285714285715,130
Peoplenet Communications Corporation,9.735294117647058,22.214285714285715,130
"Munger, Tolles & Olson LLP",9.735294117647058,22.214285714285715,130
"Alkami Technology, Inc.",9.735294117647058,22.214285714285715,130
BLUE APACHE PTY LTD,9.735294117647058,22.214285714285715,130
"QHCCS, LLC",9.735294117647058,15.142857142857142,131
Lord Abbett & Co,9.735294117647058,15.142857142857142,131
"Mhi Shared Services Americas, Inc.",9.735294117647058,15.142857142857142,131
Raleys,9.735294117647058,15.142857142857142,131
"Brooks Automation, Inc.",9.735294117647058,15.142857142857142,131
Ashurst LLP,9.735294117647058,15.142857142857142,131
Zoll Medical Corporation,9.735294117647058,15.142857142857142,131
Saudi Arabian Oil Co. (ARAMCO),9.735294117647058,15.142857142857142,131
IronNet CyberSecurity,9.735294117647058,15.142857142857142,131
Nlmk Pennsylvania LLC,9.735294117647058,15.142857142857142,131
"Radiology Partners, Inc",9.735294117647058,15.142857142857142,131
Integra LifeSciences Holdings Corporation,9.735294117647058,15.142857142857142,131
Ingram Micro (China) Limited (HK),9.735294117647058,15.142857142857142,131
Velocity Mortgage Capital,9.735294117647058,15.142857142857142,131
Borgwarner Inc.,9.735294117647058,15.142857142857142,131
"Arris Group, Inc.",9.735294117647058,15.142857142857142,131
Laboratoire de Test Enzyme Inc,9.735294117647058,15.142857142857142,131
Prelude Services,9.735294117647058,15.142857142857142,131
Hendrick Automotive Group,9.735294117647058,15.142857142857142,131
Proskauer Rose LLP,9.735294117647058,15.142857142857142,131
"Petrolink Services, Inc.",9.735294117647058,15.142857142857142,131
Payback Gmbh,9.735294117647058,15.142857142857142,131
Emerald Queen Casino,9.735294117647058,15.142857142857142,131
Open Society Institute,9.735294117647058,15.142857142857142,131
Exponential-e Limited,9.735294117647058,15.142857142857142,131
Heli-One Canada Inc,9.735294117647058,15.142857142857142,131
Switch Data Centers,9.735294117647058,15.142857142857142,131
Factors Group Of Nutritional Companies Inc,9.735294117647058,15.142857142857142,131
Georgia Lottery Corporation,9.735294117647058,15.142857142857142,131
"Houlihan Lokey, Inc.",9.735294117647058,15.142857142857142,131
Hpcl-mittal Energy Limited,9.735294117647058,15.142857142857142,131
Sony Music Entertainment,9.735294117647058,15.142857142857142,131
"Power Integrations, Inc.",9.735294117647058,15.142857142857142,131
"Ace Relocation Systems, Inc.",9.735294117647058,15.142857142857142,131
"Heartland Business Systems, LLC",9.735294117647058,15.142857142857142,131
George P Johnson Company,9.735294117647058,15.142857142857142,131
American Homes 4 Rent,9.735294117647058,15.142857142857142,131
FortisBC Energy Inc,9.735294117647058,15.142857142857142,131
RWE Renewables North America,9.735294117647058,15.142857142857142,131
REALESTATE.COM.AU PTY LTD,9.735294117647058,15.142857142857142,131
Warner Music Group NY,9.735294117647058,15.142857142857142,131
"Lund Food Holdings, Inc.",9.735294117647058,15.142857142857142,131
MICROSTORM,9.735294117647058,15.142857142857142,131
Maple Leaf Foods Inc.,9.735294117647058,15.142857142857142,131
"Marvel Entertainment, LLC",9.735294117647058,15.142857142857142,131
Bloom Energy (India) Private Limited,9.735294117647058,15.142857142857142,131
Mcallister Towing & Transportation Co Inc,9.735294117647058,15.142857142857142,131
Finisar Corporation,9.735294117647058,15.142857142857142,131
First International Bank & Trust,9.735294117647058,15.142857142857142,131
First Service Credit Union,9.735294117647058,15.142857142857142,131
"First Weber Group, Inc.",9.735294117647058,15.142857142857142,131
"Five Iron Technologies, Llc",9.735294117647058,15.142857142857142,131
Foreign Commonwealth & Development Office (FCDO),9.735294117647058,15.142857142857142,131
Mission Federal Credit Union,9.735294117647058,15.142857142857142,131
LIFE INSURANCE CORPORATION OF INDIA,9.735294117647058,15.142857142857142,131
"Trueblue, Inc.",9.735294117647058,15.142857142857142,131
Bora Pharmaceuticals,9.735294117647058,15.142857142857142,131
"Trivad, Inc.",9.735294117647058,15.142857142857142,131
The Chemours Company,9.735294117647058,15.142857142857142,131
Workers Compensation Fund.,9.735294117647058,15.142857142857142,131
Boar's Head Brand,9.735294117647058,15.142857142857142,131
"Dynamic Aviation Group, Inc.",9.735294117647058,15.142857142857142,131
Commonwealth Charter Academy Charter School,9.735294117647058,15.142857142857142,131
Banco de Costa Rica,9.735294117647058,15.142857142857142,131
The Jackson Laboratory,9.735294117647058,15.142857142857142,131
Chevron Federal Credit Union,9.735294117647058,15.142857142857142,131
CPA AUSTRALIA LTD,9.735294117647058,15.142857142857142,131
LL Global,9.735294117647058,15.142857142857142,131
Nexeo Solutions,9.735294117647058,15.142857142857142,131
Amy's Kitchen Inc,9.735294117647058,15.142857142857142,131
Clearwater Paper Corporation,9.735294117647058,15.142857142857142,131
Darnel S A,9.735294117647058,15.142857142857142,131
The Wonderful Company Llc,9.735294117647058,15.142857142857142,131
"CPI SECURITY SYSTEMS, INC.",9.735294117647058,15.142857142857142,131
Pricesmart,9.735294117647058,15.142857142857142,131
Town of Enfield CT,9.735294117647058,15.142857142857142,131
The Queen's Health Systems,9.735294117647058,15.142857142857142,131
Verisys Corporation,9.735294117647058,15.142857142857142,131
"KeHE Distributors, LLC",9.735294117647058,15.142857142857142,131
City of Glendale-CA,9.735294117647058,15.142857142857142,131
"Spireon, Inc.",9.735294117647058,15.142857142857142,131
"Brightview Companies, Llc",9.735294117647058,15.142857142857142,131
"Gemological Institute of America, Inc.",9.735294117647058,8.071428571428571,132
Piramal Enterprises Ltd,9.735294117647058,8.071428571428571,132
City of Hillsboro,9.735294117647058,8.071428571428571,132
Spx Flow,9.735294117647058,8.071428571428571,132
"Oil States Industries, Inc.",9.735294117647058,8.071428571428571,132
Circadence Corporation,9.735294117647058,8.071428571428571,132
CBT Architects,9.735294117647058,8.071428571428571,132
CCSF Municipal Trans Agency,9.735294117647058,8.071428571428571,132
Springfield Water & Sewer Commission,9.735294117647058,8.071428571428571,132
Kuwait Integrated Petroleum Industries Company (KIPIC),9.735294117647058,8.071428571428571,132
Florida Department of Agriculture and Consumer Services,9.735294117647058,8.071428571428571,132
Indigo Natural Resources Llc,9.735294117647058,8.071428571428571,132
Magazine Luiza S/A,9.735294117647058,8.071428571428571,132
Riocan,9.735294117647058,8.071428571428571,132
The New York Botanical Garden,9.735294117647058,8.071428571428571,132
"Winslow Capital Management, Inc.",9.735294117647058,8.071428571428571,132
Capital Power Corporation,9.735294117647058,8.071428571428571,132
Cancer Treatment Centers of America,9.735294117647058,8.071428571428571,132
"4Imprint Corporate Programs, LLC",9.735294117647058,8.071428571428571,132
Bayan Credit Bureau,9.735294117647058,8.071428571428571,132
"Franklin Electric Co., Inc.",9.735294117647058,8.071428571428571,132
Reinhold Industries,9.735294117647058,8.071428571428571,132
City of Sunnyvale,9.735294117647058,8.071428571428571,132
First Internet Bancorp,9.735294117647058,8.071428571428571,132
Bay College,9.735294117647058,8.071428571428571,132
First State Bank SW,9.735294117647058,8.071428571428571,132
The University of Scranton,9.735294117647058,8.071428571428571,132
Five Star Bank,9.735294117647058,8.071428571428571,132
"Patagonia, Inc.",9.735294117647058,8.071428571428571,132
CyrusOne - Two,9.735294117647058,8.071428571428571,132
Stikeman Elliott LLP,9.735294117647058,8.071428571428571,132
Brillio Technologies Private Limited,9.735294117647058,8.071428571428571,132
"Enterprise Community Partners, Inc.",9.735294117647058,8.071428571428571,132
"Electric Reliability Council of Texas, Inc. (ERCOT)",9.735294117647058,8.071428571428571,132
"HIC Network Security Solutions, LLC",9.735294117647058,8.071428571428571,132
"Solutions Shared Services, Inc.",9.735294117647058,8.071428571428571,132
"Huron Potawatomi, Inc.",9.735294117647058,8.071428571428571,132
Banco Mundo Mujer Sa,9.735294117647058,8.071428571428571,132
"Sheppard, Mullin, Richter & Hampton LLP",9.735294117647058,8.071428571428571,132
"1901 Group, LLC",9.735294117647058,8.071428571428571,132
PAYNETINC,9.735294117647058,8.071428571428571,132
IMB LTD,9.735294117647058,8.071428571428571,132
"University of California, Los Angeles",9.735294117647058,8.071428571428571,132
Porter & Hedges,9.735294117647058,8.071428571428571,132
Greenheck Fan Corporation,9.735294117647058,8.071428571428571,132
Grande Cheese Company,9.735294117647058,8.071428571428571,132
Texas Work Force Commissions - TWC,9.735294117647058,8.071428571428571,132
Impac Funding Corporation,9.735294117647058,8.071428571428571,132
Grand Traverse Band LLC,9.735294117647058,8.071428571428571,132
"Gopro, Inc.",9.735294117647058,8.071428571428571,132
Gibson Energy Inc.,9.735294117647058,8.071428571428571,132
"Goodrx, Inc",9.735294117647058,8.071428571428571,132
Community America Credit Union,9.735294117647058,8.071428571428571,132
Tata Consultancy Services Limited Magyarorszagi Fioktelepe,9.735294117647058,8.071428571428571,132
Soletanche Freyssinet,9.735294117647058,8.071428571428571,132
Hexegic Limited,9.735294117647058,8.071428571428571,132
"Teague Nall And Perkins, Inc.",9.735294117647058,8.071428571428571,132
"Synergistix, Inc.",9.735294117647058,8.071428571428571,132
California Housing Finance Agency,9.735294117647058,8.071428571428571,132
The Haskell Company,9.735294117647058,8.071428571428571,132
Ann & Robert H. Lurie Children's Hospital Of Chicago Foundation,9.735294117647058,8.071428571428571,132
ETS Consulting S.A. de C.V.,9.735294117647058,8.071428571428571,132
TIBCO SOFTWARE,9.735294117647058,8.071428571428571,132
Equifax Information Services Llc,9.735294117647058,8.071428571428571,132
"Planned Parenthood Of Metropolitan Washington, D.c., Inc.",9.735294117647058,8.071428571428571,132
"Cottonwood Financial Administrative Services, LLC",9.735294117647058,8.071428571428571,132
Exchange Bank,9.735294117647058,8.071428571428571,132
The Public School and Public Education Employee Retirement Systems of Missouri (PSRS/PEERS),9.735294117647058,8.071428571428571,132
Healthjoy,9.735294117647058,8.071428571428571,132
DFCU Financial,9.735294117647058,8.071428571428571,132
Dana Petroleum plc,9.735294117647058,8.071428571428571,132
Thompson Rivers University,9.735294117647058,8.071428571428571,132
"Ggv Management, L.l.c.",9.735294117647058,8.071428571428571,132
"Hewlett-packard Enterprises, Llc",9.735294117647058,8.071428571428571,132
Ontario Financing Authority,9.735294117647058,8.071428571428571,132
Aiken County Government,9.735294117647058,8.071428571428571,132
"Glen Raven, Inc.",9.735294117647058,8.071428571428571,132
Tata Consultancy Services Limited S A Oddzial W Polsce,9.735294117647058,8.071428571428571,132
LoadSpring Solutions Inc.,9.735294117647058,8.071428571428571,132
Quality Of Life Program,9.735294117647058,8.071428571428571,132
JSJ Corporation,9.735294117647058,8.071428571428571,132
Tata Motors Limited,9.735294117647058,8.071428571428571,132
"Vinmar International, Ltd.",9.735294117647058,8.071428571428571,132
Quatrro Business Support Solutions Private Limited,9.735294117647058,8.071428571428571,132
Eastern Caribbean Amalgamated Bank,9.735294117647058,8.071428571428571,132
"Ingles Markets, Incorporated",9.735294117647058,8.071428571428571,132
Corning (Support Only - Wipro),9.735294117647058,8.071428571428571,132
Rancho California Water District,9.735294117647058,8.071428571428571,132
Middlebury College,9.735294117647058,8.071428571428571,132
Securify.us,9.735294117647058,8.071428571428571,132
"Pravis, Llc",9.735294117647058,8.071428571428571,132
"Rayburn Country Electric Cooperative, Inc.",9.735294117647058,8.071428571428571,132
Movado Group (HQ),9.735294117647058,8.071428571428571,132
National Credit And Commerce Bank Ltd.,9.735294117647058,8.071428571428571,132
"PROS Holdings, Inc.",9.735294117647058,8.071428571428571,132
Yash Technologies Private Limited,9.735294117647058,8.071428571428571,132
NIAGARA FRONTIER TRANSPORTATION AUTHORITY,9.735294117647058,8.071428571428571,132
"Royce & Associates, LP.",9.735294117647058,8.071428571428571,132
Rush Street Gaming,9.735294117647058,8.071428571428571,132
Teknicor Corporation,9.735294117647058,8.071428571428571,132
Cbre-esi,9.735294117647058,8.071428571428571,132
Whitebox Advisors Llc,9.735294117647058,8.071428571428571,132
Santa Clara Family Health Plan,9.735294117647058,8.071428571428571,132
Cash Time Title Loans Incorporated,9.735294117647058,8.071428571428571,132
Jasper Ridge Partners,9.735294117647058,8.071428571428571,132
Iridian Asset Management LLC,9.735294117647058,8.071428571428571,132
"Telecommunication Systems, Inc.",9.735294117647058,8.071428571428571,132
Jackson Lewis,9.735294117647058,8.071428571428571,132
"Insurance Auto Auctions, Inc.",9.735294117647058,8.071428571428571,132
Live Oak Banking Company,9.735294117647058,8.071428571428571,132
"Connor, Clark & Lunn Financial Group",9.735294117647058,8.071428571428571,132
SANTA FE COMMUNITY COLLEGE,9.735294117647058,8.071428571428571,132
"Walleye Trading Advisors, LLC",9.735294117647058,8.071428571428571,132
LIFECARE ASSURANCE COMPANY,9.735294117647058,8.071428571428571,132
PruittHealth,9.735294117647058,8.071428571428571,132
"Progenity, Inc.",9.735294117647058,8.071428571428571,132
Roper St. Francis Healthcare,9.735294117647058,8.071428571428571,132
Lynn University,9.735294117647058,8.071428571428571,132
Amp Limited,9.735294117647058,8.071428571428571,132
"Central Ohio Primary Care Physicians, Inc.",9.735294117647058,8.071428571428571,132
Paxton Access Group Ltd,9.735294117647058,8.071428571428571,132
"Mdvip, Inc.",9.735294117647058,8.071428571428571,132
Multinet Gas (db No. 1) Pty Ltd,9.735294117647058,8.071428571428571,132
Yanbu Aramco Sinopec Refining Company (YASREF),9.735294117647058,8.071428571428571,132
"La Europea Mexico, SAPI de CV",9.735294117647058,8.071428571428571,132
Cape Fear Community College,9.735294117647058,8.071428571428571,132
SPARTANBURG WATER SYSTEM,9.735294117647058,8.071428571428571,132
"Acument Global Technologies, Inc.",9.735294117647058,8.071428571428571,132
"Dawn Foods, Inc.",9.735294117647058,8.071428571428571,132
"Progress Residential, LLC",9.735294117647058,8.071428571428571,132
ADIM Technology,9.735294117647058,8.071428571428571,132
Lerner Land Investment Corporation,9.735294117647058,8.071428571428571,132
"Murata Electronics North America, Inc.",9.735294117647058,8.071428571428571,132
NEOM,9.735294117647058,8.071428571428571,132
"Toyota Tsusho America, Inc.",9.735294117647058,8.071428571428571,132
MuseumofScienceandIndustry,9.735294117647058,8.071428571428571,132
Arkansas State University - Beebe,9.735294117647058,1.0,133
Vancouver Fire and Security,9.735294117647058,1.0,133
South Adams County Fire District,9.735294117647058,1.0,133
California Academy of Sciences,9.735294117647058,1.0,133
Armstrong Bank,9.735294117647058,1.0,133
Zafgen Pharmaceuticals,9.735294117647058,1.0,133
Xantaro Deutschland GmbH,9.735294117647058,1.0,133
ND Paper,9.735294117647058,1.0,133
Broad Axe Care Coordination Llc,9.735294117647058,1.0,133
University of North Texas Health Science Center,9.735294117647058,1.0,133
California State Treasurer's Office,9.735294117647058,1.0,133
"Southwest Microwave, Inc.",9.735294117647058,1.0,133
"Apogee Consulting Group, PA",9.735294117647058,1.0,133
Buyers Products Company,9.735294117647058,1.0,133
Oakton Community College,9.735294117647058,1.0,133
"Cantium, Llc",9.735294117647058,1.0,133
"Zultys, Inc.",9.735294117647058,1.0,133
Yokogawa Corp,9.735294117647058,1.0,133
Cary Kopczynski & Co Inc,9.735294117647058,1.0,133
"Hamilton Medical Center, Inc.",9.735294117647058,1.0,133
Yamaha Motor Canada Ltd,9.735294117647058,1.0,133
Align Communications Inc.,9.735294117647058,1.0,133
American Kennel Club,9.735294117647058,1.0,133
"Austen Consultants, LLC",9.735294117647058,1.0,133
Berkeley Carroll School,9.735294117647058,1.0,133
Axis Energy Ventures India Private Limited,9.735294117647058,1.0,133
Advanced Petrochemical Company,9.735294117647058,1.0,133
Willett Advisors LLC,9.735294117647058,1.0,133
University of Florida Health Jacksonville,9.735294117647058,1.0,133
American Reprographics Company,9.735294117647058,1.0,133
American Society of Health-System,9.735294117647058,1.0,133
CAJA DE COMPENSACION FAMILIAR COMPENSAR,9.735294117647058,1.0,133
"Aurora Financial, LLC",9.735294117647058,1.0,133
Beloit Turner School*,9.735294117647058,1.0,133
